CONSTRAINT_NAME,COLUMN_NAME,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
customers_ibfk_1,salesRepEmployeeNumber,classicmodels,employees,employeeNumber
